		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
010011011   26   24   25   26   30   30   27   28  3.734414 0.880255 SUCCESS  58
010011111   23   27   18   17   20   27   27   28  6.365784 0.606330 SUCCESS  59
010100011   24   30   15   16   15   18   18   30 16.607273 0.034468 SUCCESS  60
010100111   29   32   18   14   14   25   21   14 19.327348 0.013204 SUCCESS  61
010101011   25   30   39   24   21   21   26   30 12.800890 0.118886 SUCCESS  62
010101111   26   37   33   27   26   28   24   27 11.209490 0.190109 SUCCESS  63
010110011   24   24   24   22   24   23   22   21  1.086495 0.997641 SUCCESS  64
010110111   28   24   27   16   20   19   31   22  7.975719 0.435846 SUCCESS  65
010111011   25   14   26   30   35   14   26   30 16.815135 0.032093 SUCCESS  66
010111111   25   40   27   25   31   33   18   23 17.428128 0.025947 SUCCESS  67
011000111   29   18   18   24   32   17   18   38 18.712369 0.016476 SUCCESS  68
011001111   22   25   25   25   28   22   19   15  6.059949 0.640517 SUCCESS  69
011010111   25   19   19   24   32   25   29   30  7.181343 0.517200 SUCCESS  70
011011111   27   23   34   28   31   21   33   22 10.538905 0.229218 SUCCESS  71
011101111   25   27   24   20   21   24   23   26  1.815997 0.986142 SUCCESS  72
011111111   24   35   25   23   25   17   20   26  8.129298 0.420943 SUCCESS  73
100000000   30   16   25   31   27   20   23   26  7.477248 0.486121 SUCCESS  74
100010000   31   26   24   27   28   26   20   22  3.970079 0.859813 SUCCESS  75
100100000   14   23   28   29   19   23   32   28 10.425706 0.236408 SUCCESS  76
100101000   22   23   13   19   25   19   20   26  9.244072 0.322127 SUCCESS  77
100110000   24   20   17   24   20   19   30   26  6.644477 0.575430 SUCCESS  78
100111000   28   19   18   25   25   32   22   25  6.256557 0.618518 SUCCESS  79
101000000   33   15   19   31   21   24   19   23 11.771511 0.161693 SUCCESS  80
101000100   20   28   25   31   25   21   19   23  5.053078 0.751888 SUCCESS  81
101001000   20   31   38   31   25   31   28   25 14.776899 0.063631 SUCCESS  82
101001100   25   29   29   18   25   21   19   18  7.017834 0.534710 SUCCESS  83
101010000   31   22   21   31   20   24   29   31  7.995578 0.433902 SUCCESS  84
101010100   27   28   17   17   19   24   23   30  8.127974 0.421070 SUCCESS  85
101011000   23   25   23   19   25   31   21   28  4.316294 0.827518 SUCCESS  86
101011100   32   25   24   25   29   21   26   25  3.995896 0.857494 SUCCESS  87
101100000   23   27   21   28   25   25   19   21  3.163126 0.923707 SUCCESS  88
101100100   26   27   23   22   19   21   25   22  2.705036 0.951484 SUCCESS  89
101101000   19   22   23   37   18   22   29   27 11.451113 0.177425 SUCCESS  90
101101100   34   34   25   20   25   20   22   29 10.622314 0.224031 SUCCESS  91
101110000   22   31   37   28   27   21   22   25 10.402537 0.237902 SUCCESS  92
101110100   20   25   25   25   25   23   26   16  4.060770 0.851599 SUCCESS  93
101111000   23   31   23   23   24   36   28   21  8.842912 0.355721 SUCCESS  94
101111100   27   26   32   20   21   13   22   23  9.983504 0.266186 SUCCESS  95
110000000   29   25   28   31   25   19   25   26  4.682369 0.790923 SUCCESS  96
110000010   23   34   26   32   24   39   23   33 18.802398 0.015953 SUCCESS  97
110000100   25   17   26   25   24   26   24   23  2.663331 0.953679 SUCCESS  98
110001000   29   23   29   18   36   27   27   29 10.784499 0.214211 SUCCESS  99
110001010   27   22   23   23   24   28   25   30  2.597133 0.957047 SUCCESS 100
110010000   19   18   23   20   21   21   24   21  5.346335 0.719999 SUCCESS 101
110010010   29   22   35   21   23   21   28   23  7.596404 0.473853 SUCCESS 102
110010100   16   22   20   25   27   24   20   20  5.999709 0.647264 SUCCESS 103
110011000   21   16   24   20   30   22   26   33  9.120282 0.332251 SUCCESS 104
110011010   28   31   21   21   20   23   20   19  6.331361 0.610168 SUCCESS 105
110100000   23   21   27   24   25   24   25   24  0.909746 0.998757 SUCCESS 106
110100010   24   26   21   31   22   22   21   27  3.714555 0.881916 SUCCESS 107
110100100   25   26   36   22   23   32   25   13 14.120877 0.078669 SUCCESS 108
110101000   24   26   28   30   17   27   29   21  5.986469 0.648748 SUCCESS 109
110101010   32   25   25   22   17   21   19   27  7.052257 0.531005 SUCCESS 110
110101100   26   29   24   24   28   24   21   22  2.308510 0.970063 SUCCESS 111
110110000   25   32   30   28   26   25   16   24  7.461360 0.487768 SUCCESS 112
110110010   29   36   22   23   19   14   20   19 14.796097 0.063234 SUCCESS 113
110110100   18   21   22   27   23   26   26   21  3.543764 0.895767 SUCCESS 114
110111000   23   25   30   22   28   26   27   25  2.631556 0.955314 SUCCESS 115
110111010   29   17   23   25   25   25   31   20  6.010963 0.646004 SUCCESS 116
110111100   23   25   23   15   21   30   25   25  5.772650 0.672681 SUCCESS 117
111000000   31   26   28   26   24   20   27   31  5.572732 0.694969 SUCCESS 118
111000010   21   22   20   23   23   26   20   25  2.662007 0.953748 SUCCESS 119
111000100   25   23   19   23   37   24   23   29  9.130212 0.331431 SUCCESS 120
111000110   28   15   25   13   27   29   19   24 12.236883 0.140944 SUCCESS 121
111001000   15   15   21   20   21   16   22   21 13.004117 0.111708 SUCCESS 122
111001010   17   29   16   20   21   23   19   22  9.074605 0.336042 SUCCESS 123
111001100   21   20   21   19   27   19   21   21  5.533013 0.699380 SUCCESS 124
111010000   25   28   20   29   24   30   26   27  4.013108 0.855939 SUCCESS 125
111010010   22   21   27   23   19   32   23   22  5.111994 0.745542 SUCCESS 126
111010100   29   31   27   29   26   18   26   19  7.113821 0.524404 SUCCESS 127
111010110   24   31   24   24   25   16   20   26  5.798467 0.669795 SUCCESS 128
111011000   27   27   26   31   29   20   26   19  5.588620 0.693203 SUCCESS 129
111011010   24   28   29   23   18   23   29   27  4.537396 0.805680 SUCCESS 130
111011100   18   32   26   25   31   22   36   17 14.418106 0.071498 SUCCESS 131
111100000   28   31   26   23   30   27   27   28  5.039838 0.753310 SUCCESS 132
111100010   28   25   24   28   27   16   23   24  4.485761 0.810856 SUCCESS 133
111100100   18   23   30   21   25   22   23   20  4.797554 0.778979 SUCCESS 134
111100110   18   22   26   24   21   23   21   17  5.474097 0.705908 SUCCESS 135
111101000   17   19   20   33   27   28   22   29  9.485033 0.303044 SUCCESS 136
111101010   29   30   24   28   28   20   22   20  5.215263 0.734340 SUCCESS 137
111101100   25   25   29   33   24   19   29   16  9.189128 0.326594 SUCCESS 138
111101110   15   29   26   24   24   28   24   17  7.636785 0.469729 SUCCESS 139
111110000   32   22   19   28   26   25   27   28  5.436364 0.710080 SUCCESS 140
111110010   24   20   30   25   25   21   21   20  3.984643 0.858506 SUCCESS 141
111110100   19   31   25   28   23   30   33   25  8.208074 0.413413 SUCCESS 142
111110110   20   33   28   27   22   19   32   24  8.723756 0.366133 SUCCESS 143
111111000   30   19   21   24   30   24   22   30  5.969258 0.650676 SUCCESS 144
111111010   25   31   23   25   23   20   27   21  3.638427 0.888185 SUCCESS 145
111111100   26   18   31   30   29   17   20   26  9.163311 0.328707 SUCCESS 146
111111110   24   35   25   23   25   17   20   26  8.129298 0.420943 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   18   18   18   25   23   19   20   30  8.685361 0.369530 SUCCESS   0
000000011   26   21   22   29   31   12   23   28 10.730217 0.217459 SUCCESS   1
000000101   18   21   22   29   22   22   21   36 10.043744 0.261969 SUCCESS   2
000000111   27   24   29   29   26   10   28   34 15.434907 0.051221 SUCCESS   3
000001001   27   26   22   30   18   20   23   26  4.714144 0.787646 SUCCESS   4
000001011   23   36   21   28   29   36   22   27 13.954058 0.082971 SUCCESS   5
000001101   20   27   25   21   30   14   24   29  8.425203 0.393074 SUCCESS   6
000001111   27   27   35   25   29   21   32   34 13.090837 0.108762 SUCCESS   7
000010001   21   26   21   27   21   24   23   18  3.687414 0.884168 SUCCESS   8
000010011   18   22   25   28   15   18   17   29 11.235969 0.188684 SUCCESS   9
000010101   20   15   25   31   21   22   17   27  9.762402 0.282100 SUCCESS  10
000010111   24   29   21   23   24   29   21   22  3.112815 0.927079 SUCCESS  11
000011001   26   20   30   26   23   31   17   19  7.849281 0.448330 SUCCESS  12
000011011   18   32   29   28   34   15   21   20 14.586249 0.067708 SUCCESS  13
000011101   23   21   23   19   26   23   27   23  2.450835 0.963984 SUCCESS  14
000011111   29   25   33   32   27   21   25   29  8.183580 0.415746 SUCCESS  15
000100011   26   37   14   21   19   21   24   23 13.720379 0.089351 SUCCESS  16
000100101   29   25   21   26   27   22   22   19  3.519271 0.897689 SUCCESS  17
000100111   24   27   23   33   17   22   24   20  6.900002 0.547459 SUCCESS  18
000101001   19   21   24   18   13   28   22   38 17.600905 0.024426 SUCCESS  19
000101011   20   19   26   26   15   24   28   25  6.585561 0.581934 SUCCESS  20
000101101   21   26   20   40   32   35   29   19 21.071665 0.006959 FAILURE  21
000101111   23   24   27   21   26   30   20   20  3.942938 0.862235 SUCCESS  22
000110011   25   26   35   32   24   32   21   20 11.097616 0.196229 SUCCESS  23
000110101   28   32   17   24   27   17   31   27 10.062279 0.260682 SUCCESS  24
000110111   29   28   38   22   29   16   20   23 14.316161 0.073888 SUCCESS  25
000111001   19   20   21   29   23   27   25   30  5.155023 0.740886 SUCCESS  26
000111011   25   21   23   13   29   24   32   25  9.459216 0.305049 SUCCESS  27
000111101   27   33   29   25   36   31   19   28 13.666759 0.090875 SUCCESS  28
000111111   26   27   31   20   24   21   28   27  4.393746 0.819967 SUCCESS  29
001000011   21   19   21   27   19   25   25   13  9.269889 0.320043 SUCCESS  30
001000101   15   15   16   31   17   38   30   23 23.888389 0.002393 FAILURE  31
001000111   23   26   25   19   23   27   20   21  3.120097 0.926596 SUCCESS  32
001001011   21   20   17   19   19   23   23   20  7.082708 0.527736 SUCCESS  33
001001101   20   34   20   23   19   20   19   36 14.619348 0.066984 SUCCESS  34
001001111   25   27   23   32   19   24   15   15 11.559015 0.171990 SUCCESS  35
001010011   32   21   22   24   20   16   28   39 16.578146 0.034814 SUCCESS  36
001010101   23   25   25   26   39   30   24   26 10.699766 0.219298 SUCCESS  37
001010111   25   21   32   21   19   31   39   26 15.664614 0.047440 SUCCESS  38
001011011   20   23   18   27   23   28   29   17  6.772240 0.561394 SUCCESS  39
001011101   27   32   21   18   27   21   29   30  7.961155 0.437274 SUCCESS  40
001011111   23   17   27   22   25   28   19   22  4.975626 0.760178 SUCCESS  41
001100101   31   21   24   26   21   17   22   23  5.585972 0.693498 SUCCESS  42
001100111   16   26   21   30   29   24   20   20  7.458713 0.488043 SUCCESS  43
001101011   23   30   15   23   28   20   32   24  9.061366 0.337146 SUCCESS  44
001101101   28   27   18   21   29   18   26   27  6.087090 0.637477 SUCCESS  45
001101111   30   18   30   24   21   16   17   26 10.305226 0.244253 SUCCESS  46
001110101   25   20   17   26   23   32   23   25  5.891806 0.659350 SUCCESS  47
001110111   23   13   25   16   25   29   26   23  9.694880 0.287098 SUCCESS  48
001111011   30   32   35   24   23   27   19   24 10.156942 0.254183 SUCCESS  49
001111101   23   34   32   28   32   28   24   16 12.978962 0.112576 SUCCESS  50
001111111   31   30   27   25   25   18   24   21  5.723664 0.678154 SUCCESS  51
010000011   20   26   30   20   33   25   24   32  8.682051 0.369823 SUCCESS  52
010000111   26   19   22   28   26   20   27   25  3.367015 0.909262 SUCCESS  53
010001011   21   19   23   27   24   30   29   22  4.570495 0.802340 SUCCESS  54
010001111   18   28   25   19   26   28   21   16  7.669884 0.466363 SUCCESS  55
010010011   19   27   16   32   15   27   15   17 17.048152 0.029612 SUCCESS  56
010010111   28   23   16   25   18   22   19   25  6.864255 0.551347 SUCCESS  57
010011011   24   22   22   26   23   18   15   23  6.245304 0.619775 SUCCESS  58
010011111   35   28   30   28   17   23   24   19 10.833486 0.211314 SUCCESS  59
010100011   22   21   17   27   25   24   23   17  5.762720 0.673791 SUCCESS  60
010100111   32   23   31   31   24   20   30   33 11.514001 0.174240 SUCCESS  61
010101011   21   28   34   21   36   32   24   30 14.920549 0.060709 SUCCESS  62
010101111   21   21   27   22   18   36   29   33 12.977638 0.112621 SUCCESS  63
010110011   28   25   25   21   29   23   27   30  3.665568 0.885967 SUCCESS  64
010110111   20   30   31   23   22   28   33   28  8.555613 0.381158 SUCCESS  65
010111011   26   29   18   17   31   24   34   21 11.307463 0.184879 SUCCESS  66
010111111   21   16   24   14   31   27   29   20 11.915161 0.155030 SUCCESS  67
011000111   32   22   20   25   27   29   25   25  4.741285 0.784836 SUCCESS  68
011001111   20   25   30   21   27   28   24   22  3.740372 0.879755 SUCCESS  69
011010111   23   22   14   21   32   15   24   21 12.083303 0.147526 SUCCESS  70
011011111   29   12   31   23   28   19   18   27 13.144457 0.106975 SUCCESS  71
011101111   30   22   25   23   28   20   25   20  3.875416 0.868185 SUCCESS  72
011111111   26   22   31   14   28   22   25   18  9.322848 0.315797 SUCCESS  73
100000000   18   18   18   25   23   19   20   30  8.685361 0.369530 SUCCESS  74
100010000   26   23   17   27   19   24   21   25  4.543354 0.805080 SUCCESS  75
100100000   19   20   30   27   28   23   22   30  5.875919 0.661129 SUCCESS  76
100101000   23   19   20   21   22   27   22   18  5.135163 0.743037 SUCCESS  77
100110000   28   28   24   31   19   24   25   19  5.443646 0.709275 SUCCESS  78
100111000   16   24   23   28   21   27   31   23  6.332685 0.610020 SUCCESS  79
101000000   20   28   19   23   27   21   21   24  3.958825 0.860819 SUCCESS  80
101000100   21   27   19   20   25   25   29   23  3.840993 0.871177 SUCCESS  81
101001000   21   21   30   23   27   17   25   24  5.018655 0.755580 SUCCESS  82
101001100   36   29   23   14   18   21   26   30 14.925183 0.060617 SUCCESS  83
101010000   30   26   22   26   28   22   26   33  5.826932 0.666611 SUCCESS  84
101010100   33   28   17   29   21   28   22   20  9.002449 0.342089 SUCCESS  85
101011000   24   37   25   26   25   24   17   21  9.688923 0.287542 SUCCESS  86
101011100   23   25   26   26   28   17   34   21  7.579193 0.475616 SUCCESS  87
101100000   29   26   25   21   26   16   27   29  5.791185 0.670609 SUCCESS  88
101100100   26   22   26   25   20   29   23   18  4.010460 0.856179 SUCCESS  89
101101000   18   25   30   25   27   23   28   28  4.563213 0.803076 SUCCESS  90
101101100   30   19   20   31   25   23   29   28  6.774887 0.561104 SUCCESS  91
101110000   20   24   26   30   14   22   24   18  8.830335 0.356810 SUCCESS  92
101110100   17   30   23   24   19   30   26   32  8.858800 0.354347 SUCCESS  93
101111000   27   19   25   20   25   25   19   27  3.908515 0.865282 SUCCESS  94
101111100   21   20   18   26   16   28   14   28 11.820497 0.159394 SUCCESS  95
110000000   21   20   24   32   22   12   24   30 11.856244 0.157734 SUCCESS  96
110000010   29   34   18   22   20   22   26   21  8.442415 0.391488 SUCCESS  97
110000100   18   19   23   33   27   22   21   20  8.026029 0.430932 SUCCESS  98
110001000   26   28   11   30   16   27   15   24 16.617203 0.034351 SUCCESS  99
110001010   18   25   29   22   24   31   34   29  9.546597 0.298301 SUCCESS 100
110010000   17   21   27   33   20   31   23   26  9.087183 0.334995 SUCCESS 101
